Column1,Customer Name,Date,Reviews,คอลัมน์1,หัวข้อ
261,พงษ์ศักดิ์, - 11/4/2021 9:03:56,ส่งของจากปราจีนไปขอนเเก่นตั้งเเต่วันที่1 ป่านนี้ยังตกค้างอยู่ที่กบินทร์อยู่เลย กลัวของเสียหายมาก,neg,ความปลอดภัยพัสดุ
274,ส้ม, - 10/23/2021 17:50:46,ควรเปลี่ยนการส่งนะคะ ส่งของแตกเสียหายหนักมาก อยากรู้ว่าอ่านกันบ้างไหม ระวังแตก ระวังแตก ห่อดีแค่ไหน ก็ไม่เคยรอดเลยค่ะ ส่งขนส่งนี้ ทำไมไม่ใส่ใจเลย ควรเปลี่ยนค่ะ เปลี่ยนไปส่งบริษัทอื่นแทน,neg,ความปลอดภัยพัสดุ
293,*^*, - 10/1/2021 16:23:44,กล่องสินค้าที่ได้รับเหมือนโดนแกะ และสินค้าที่สั่งยังได้ไม่ครบ,neg,ความปลอดภัยพัสดุ
317,โอ๋, - 9/11/2021 17:35:33,ของพังยับเหมือนแกะดู น่าเกลียดมากค่ะแย่สุดๆ,neg,ความปลอดภัยพัสดุ
331,จารุณี, - 9/8/2021 18:11:37,ส่งของช้ามากใหม่ไปก็ดีนะเร็วทันใจนี่สั่งของแช่แข็งมาของยังเน่าไม่สนใจสินค้าลูกค้าว่าจะเสียหายหลายรอบแล้วว่าจะไม่พูดแล้วของมาถึงทีไรเน่าทุกรอบจะใช้ค่าเสียหายยังไง 0983368450โทรมาเลยเครีย,neg,ความปลอดภัยพัสดุ
336,ฮาบี๊บ พูลทรัพย์, - 9/7/2021 18:22:47,ส่งให้ถึงบ้านด้วยค่ะ ไม่ใช่ไปฝากคนอื่น  โทรมาบอกด้วย ไม่เคยโทรเลย,neg,ความปลอดภัยพัสดุ
340,ผู้ใช้บริการ, - 9/7/2021 10:19:50,ช้ามาก ทำให้พัสดุที่ส่งเสียหาย,neg,ความปลอดภัยพัสดุ
456,ธำรงค์  จันทรอมรพร, - 8/29/2021 17:00:05,"ทุเรียนที่ส่งมาจากชุมพร2 ลูกถูกเจาะ 1 ลูก
ไม่รู้คนหรือหนูเจาะ",neg,ความปลอดภัยพัสดุ
469,นิว, - 8/28/2021 12:59:37,มาส่งของไม่โทรแจ้ง ไช่โยนของเขามา  มักง่าย ที่บ้านมีหมาถ้าของหายจะรับผิดชอบไหม,neg,ความปลอดภัยพัสดุ
496,หัษฎา, - 8/26/2021 18:56:59,ของที่ส่งช้าและเสียหาย ครั้งต่อมาใครก็ไม่รู้เซ็นต์รับของไปแล้ว แต่ผู้รับจริงไม่ได้รับของ โทรหาคอลเซ็นเตอร์ก็รับสายยากมากๆ รอ10นาที กว่าจะได้คุยกับคอลเซ็นเตอร์ สรุปส่งกับบริษัทนี้2ครับ ไม่ประทับใจเลยครับ,neg,ความปลอดภัยพัสดุ
519,สุจิตรา, - 8/24/2021 21:59:34,แย่ค่ะไม้อัพเดทของช้ามากค่ะกล่องชอบขาดมา,neg,ความปลอดภัยพัสดุ
535,นัฐพงษ์, - 8/23/2021 8:33:07,เวลาเช็คข้อมูลนำส่ง ชอบขึ้นว่าพัสดุตกค้าง ทำให้ของส่งถึงช้ามาก แล้วสั่งต้นไม้มา เสียหายหมด ควรปรับปรุงนะคะ ถ้าพนักงานไม่พอ ส่งไม่ทัน ไม่ควรเป็นบริษัทขนส่ง  (เหตุการณืแบบนี้ 2 ครั้งแล้วค่ะ ),neg,ความปลอดภัยพัสดุ
549,เจี๊ยบ, - 8/20/2021 15:45:43,ส่งของได้ห่วยแตกมากคะ เจอสองครั้งแล้วนะคะ สินค้าเสียหายมาก ถามจิงๆนะ คือไม่โยนสินค้าไม่ได้เหรอ รักษาสินค้าของลูกค้าเหมือนรักษาของของตัวเองไม่ได้หรืองัย ควรมีการอบรม พนักงาน ไม่ใช่ตาสีตาสามาทำงานเสียเงินนะคะ ไม่ได้ส่งฟรี ถ้าไม่งั้นก้อไม่สมควรมีการรับจัดส่ง ไม่ต้องเปิดสาขาเพิ่ม ทำสาขาเดียวให้ดีก่อน โอเคนะคะ มีรูปประกอบนะคะ ถ้าอยากดู,neg,ความปลอดภัยพัสดุ
601,อู๊ด, - 8/14/2021 12:38:51,ของแตก,neg,ความปลอดภัยพัสดุ
658,นิรนาม, - 8/4/2021 20:52:56,ส่งของอะไรอ่ะ กล่องบุบกล่องพังสินค้าเสียหาย ไปร้องเรียนได้ที่ใครบ้างคะ ทำให้มันเรียบร้อยหน่อยค่ะ,neg,ความปลอดภัยพัสดุ
663,จำแลง, - 8/4/2021 13:10:01,ส่งผลไม้มามาจากสาขาศรีสัยนาลัย จ.สุโขทัย ตั้งแต่วันที่ 30/7 ตอนนี้ยังตกค้างอยู่พระประแดงมา2วันแล้วโทรติดต่อก็ไม่ได้บริการแบบนี้แย่มากๆสินค้าเสียหายหมด,neg,ความปลอดภัยพัสดุ
686,ธันวิช ปิวิถะ, - 8/2/2021 19:38:59,ส่งของล่าช้า ของเสียหาย สินค้าแตกละเอียด,neg,ความปลอดภัยพัสดุ
700,., - 8/2/2021 9:14:52,แย่มากทำพัสดุเสียหาย,neg,ความปลอดภัยพัสดุ
718,ดาวงิา, - 7/31/2021 15:46:42,ส่ง?ของตั้งแต่วันที่20/7/2564?แล้วปานนี้ของยังไม่ถึงเลยของในกล่องเน่าหมดแล้วแบบนี้ของเน่าใครรับผิดชอบ?ค่ะ,neg,ความปลอดภัยพัสดุ
724,ฐิติมา, - 7/31/2021 11:17:00,พัสดุเลขที่ 629074582102 ถึงสาขาปลายทางแล้วตั้งแต่วันที่ 30/7/21 แต่ตกค้างส่งไม่ทันเป็นของกินแบบนี้ก็เสียหายหมดสิคะ ไม่ทราบว่าจะแก้ไขปัญหายังไงคะ,neg,ความปลอดภัยพัสดุ
825,ของเสียหาย ไม่ได้เซ็นรับ ตั้งของไวเเล้วก็ไป, - 7/25/2021 12:51:35,เเย่มาก ของเสียหาย ไม่ได้เซ็นรับ เอาของมาตั้งไวเเล้วก็ไป,neg,ความปลอดภัยพัสดุ
934,สุพัตรา สูติสงค์, - 7/15/2021 13:34:22,พนักงานนำพัสดุวางไว้บนกระบองเพรช อาจทำให้ต้นไม้ราคาแพงเสียหาย ครั้งต่อไปช่วยแจ้งพนักงานให้ทราบหรือโทรมาถามผู้ส่งก่อน,neg,ความปลอดภัยพัสดุ
20,พลอย, - 6/19/2022 15:16:00,ไม่โทรมาแจ้งหรือสอบถามว่าผู้รับอยู่บ้านรึเปล่า ชอบเอากล่องมาวางไว้หน้าบ้านถ้าสมมุตว่าคนรับไม่อยู่บ้านหรือไม่ได้เดินออกมาหน้าบ้านของอาจจะหายได้เพราะแถวบ้านมีคนผ่านไป ผ่านมาเยอะแยะ ถ้าไม่มีตังโทรศัพท์มาแจ้งอย่างน้อยก็ควรกดกริ่งเรียกคนในบ้านบ้างไม่ใช่วางทิ้งไว้กลางแดดอย่างนี้ ถ้าสินค้าได้รับความเสียหายไม่ทราบว่าทางพนักงานขนส่งจะรับผิดชอบไหม แล้วนี่ไม่ใช่แค่ครั้งแรกที่วางพัสดุทิ้งไว้หน้าบ้านครั้งแรก เป็นแบบนี้บ่อยมากทีหลังถ้าสั่งของแล้วทางบริษัทนี้จัดส่งคงต้องเปลี่ยนเป็นเก็บเงินแลายทางแทนแล้วแหละค่ะ,neg,พนักงาน
24,Nampeung, - 6/14/2022 7:46:07,พูดจาไม่ดี?   ไม่อยากมาส่งถึงบ้านให้เราไปรับเอง,neg,พนักงาน
29,แยา, - 6/1/2022 14:24:09,"พนัก
งานแย่มาก",neg,พนักงาน
34,นิชคุณ, - 5/25/2022 19:23:13,Jขับรถแย่มากพนักงานขนส่งนี้จังหวัดระยองบีบแตไร่รถคนอื่น,neg,พนักงาน
41,นัด, - 5/22/2022 17:27:01,"ปรับปรุงการส่งสินค้าให้ดีกว่านี้นะคะ
ต้องอบรมพนักงานส่งของโทรก่อนส่งของ
(ทุกครั้งทีส่งของกับJ@Tของในลังแตกบ้าง
ของมาไม่ครบลังเสียหายใส่ในลังอื่นได้ลังอื่น
ไม่ดูแลของของลูกค้าเลย รู้สึกแย่มากไปเลยคะ)",neg,พนักงาน
43,ใหญ่, - 5/21/2022 18:41:27,พนักงานขนส่งเหี้ยมากจ้า มีการบอกราคาผิด ที่บ้านได้ยินกันทั้งโต๊ะ แล้วมาว่าลูกค้า เเย่มากจ้า,neg,พนักงาน
44,นิว, - 5/21/2022 16:46:10,คือนิสัยแย่มาก มาส่งของแต่โทรแค่4วิใครจะรับทัน ละมาส่งคือโยนข้ามรั้วบ้านมาเลยดีนะหมาไปลากไปกัดขาดหมด ดีนะมีคนในบ้านเห็นเรียกให้คนในบ้านออมารับก้ได้หรือเสียบไว้กะรั้วก้ได้ ต่อให้ของมันเบาหรือเป็นเสื้อผ้าก้ไม่ควรโยนไหมคะ แย่มากๆๆๆๆๆๆ เสียความรู้สึก คงไม่ซื้อของไปอีกสักพักเลยคะ บริการแย่,neg,พนักงาน
45,ยุทธศาสตร์, - 5/19/2022 16:34:29,แย่มากกับการขนส่ง 3วันของยังอยู่ที่เดิม ตกลงมีพนักงานกี่คนึวรปรับปรุงแก้ไขจุดนี้ก่อนจะไม่มีคนบริการ,neg,พนักงาน
55,นายโสรัจ ทองชาวนา, - 5/9/2022 15:28:33,เรียน J&T พนักงานผู้ส่งชื่อนายธีรพล แช่มช้อยส่งแถว ถนนพระรามที่6 เขตราชเทวีได้ส่งของให้ผมไม่ครบจำนวนหายอยู่อีก 1 ชื้นทั้งที่ผมโอนเงินให้ผู้จัดส่งแล้วโทรไปก็ไม่รับโทรศัพท์เลยแจ้งทางบริษัทให้รับทราบถ้ายังมีพนักงานของท่านเป็นแบบนี้ไม่รับผิดชอบจะทำให้บริษัทท่านมีความเสียหายต่อภาพลักษณ์ของบริษัทผมไม่เสียดายของแต่ผมเสียควมรู้สึกทั้งที่ผมใช้บริการมาหลายปีและส่งกับทางบริษัทมาเลยตลอด,neg,พนักงาน
59,มิน, - 5/8/2022 12:17:01,พนักงานไม่มีมารยาทเลยครับ รับมาได้เทรนบ้างรึเปล่า,neg,พนักงาน
60,แนน, - 5/7/2022 15:59:59,แย่มากครับเช็กดูของมาถึงตั้งแต่สองวันที่แล้ว แต่พนักงานไม่ติดต่อมาเลย รอรับโทรศัพท์ว่าของจะมาส่งแต่ไม่เห็นติดต่อมา แล้วยังลงข้อมูลว่าส่งสินค้าไม่สำเร็จผู้รับไม่อยู่บ้านโทรหาไม่รับ ทั้งๆ ที่รอรับของทุกวันรอรับสายทั้งวัน ไม่เห็นโทรติดต่อมาเลย แย่มากๆๆๆๆ,neg,พนักงาน
63,เปิ้ล, - 5/3/2022 17:52:06,นัดลูกค้าจะมาส่งพัสดุแล้วยังไม่มาส่งโทรก้อไม่โทร,neg,พนักงาน
70,น้ำฝน, - 4/22/2022 15:38:03,ของมาถึงตั้งแต่วันที่20 พนักงานติดต่อมาว่าจะมาส่งสอบถามเส้นทาง2วันแล้วสาขากระบี่ โทรไปก้อไม่รับสาย โทรบริษัทก้อไม่มีคนรับ โทรทั้งวันเลยติดต่อใครไม่ได้ แย่มาก,neg,พนักงาน
72,เจ แจ็กเกอร์, - 4/18/2022 14:23:55,0824897822พนักงานเบอรนี้พุดไมสุภาพกะลุกค้า คืองายๆพุดไดหมามาก,neg,พนักงาน
96,วินตรา อักษร, - 3/29/2022 14:53:34,ของไม่ต้องส่งถึงมือลูกค้าหรอคะ โทรมาให้ส่งที่ตึกบอกเค้าไม่ให้ส่งถึง คือไรคะ,neg,พนักงาน
113,อำพร, - 2/24/2022 15:22:50,พนักงานไม่ยอมส่งของให้ โทรตามก็แล้ว โทรตามหลายครั้งมาก ของค้างอยู่สาขา6 วันแล้ว ยังไม่มาส่งเลย แย่มาก ของเราต้องรีบใช้ ต้องสั่งที่อื่น ขนส่งอื่นส่งมาถึงก่อนอีก บริการที่แย่มาก,neg,พนักงาน
124,นางสาวจิราพร วงศ์หน่อเเก้ว, - 2/8/2022 12:54:29,เวลามาส่งพัสดุ ควรโทรเเจ้งลูกค้าก่อนนะคะว่ามาส่งเเล้วจะได้เดินไปรับไม่ใช่อยู่ๆ จะมาฝากร้านไหนก็ฝาก ถ้าไม่เช็คสถานะพัสดุก็ไม่รู้เลยว่ามาส่งตอนไหนเพราะพนักงานไม่โทรเเจ้ง ควรโทรเเจ้งลูกค้าก่อนรึปล่าวคะ ปรับปรุงพนักงานด้วยนะคะ เข้าใจว่าส่งหลายบ้านเเต่ใส่ใจนิดนึงค่ะ,neg,พนักงาน
136,วิษณุ? ทองมี, - 1/28/2022 13:57:15,ขนส่งพูดจาแย่มากวันนนี้ผมขาบวมลงไปรับของไม่ได้ขอให้ช่วยมาส่งหน้าห้องชั้นสอง? สายส่งบางบ่อสมุทรปราการ? ขอให้ปรับปรุงด้วย,neg,พนักงาน
141,คว, - 1/19/2022 16:01:06,พนง.แย่ๆ,neg,พนักงาน
145,ค, - 1/15/2022 10:40:08,พนักงานพูดไม่เพราะ,neg,พนักงาน
186,มาย, - 12/12/2021 20:22:29,คือพนักงานเซ็นรับเอง แต่เจ้าของร้านไห้ตีกลับเขาส่งผิดแต่พนักงานเซ็นรับเอง เเล้วได้ตีกลับรึป่าวไม่รู้ คือเจ้าของร้านบอกไม่ถึงสักทีนานมาก,neg,พนักงาน
192,นงค์, - 12/5/2021 9:24:01,"ในการส่งสินค้า เมื่อลูกค้าได้แจ้งไว้ตั้งแต่ตอนสั่งสินค้าแล้วว่าสามารถรับสินค้าได้ทุกวัน พนักงานก็ไม่ควรจะคิดเอาเองว่าลูกค้าหยุดงานในวันหยุด เบอร์โทรศัพท์ก็แจ้งไว้ ทำไมไม่โทรหาคะ ต้องโทร

ตามสินค้าเองตลอดเพราะการคิดเอาเองของพนักงานส่งของ เจอหลายครั้งแล้วค่ะ กล่องสินค้าก็พังแทบทุกรอบ แจ้งไปก็ไม่ปรับปรุงสักที",neg,พนักงาน
203,ณัฐพล , - 11/30/2021 17:30:34,พนักงานตีกรับสินค้า โดนที่ไม่มียอด และไม่มีรายการโทรแถมส่งผิดที่ รบกวนติดตามพลัสดุหน่อยค่ะ,neg,พนักงาน
206,ประยุท, - 11/29/2021 9:13:57,พนักงานชอบดองของไม่ยอมนำจ่ายพัสดุเเย่มากๆครับรอบเดียวพอครับ,neg,พนักงาน
216,แมว, - 11/25/2021 10:40:13,พนักงานแย่มาก,neg,พนักงาน
217,แยมมี่, - 11/22/2021 15:21:44,คือพนักงานบริการแย่มากมมมมมมม,neg,พนักงาน
316,จารุวรรณ, - 9/13/2021 8:52:31,ควรจะโทร.หาผู้รับ  ส่วนมากจะโยนไว้,neg,พนักงาน
335,นาบีล, - 9/7/2021 22:00:51,อยากให้พนักงานส่งของเวลาจะส่งของให้ลูกค้ากรุณาพูดให้สุภาพด้วยค่ะ,neg,พนักงาน
395,ดารณี, - 9/3/2021 15:44:03,พนักงานส่งสินค้าเก็บเงินปลายทางเก็บเงินเกินไป 300 บาท ติดต่อไม่ได้เลยค่ะ เบอร์โทรในเว็บโทรแล้วไม่มีคนรับสายเลยค่ะ อยู่สารพัดช่าง,neg,พนักงาน
398,ปิยาภรณ์, - 9/3/2021 12:42:26,คนนำส่งพัสดุ โทรแจ้งว่าพัสดุมาถึงและจะนำของมาส่งในตอนเย็น แต่ไม่เอามาส่ง ทำแบบนี้ 2 วันต่อเนื่อง จนต้องไปรับพัสดุเอง แนะนำว่า ถ้าจะไม่เอามาส่งภายในวันนั้นไม่ต้องโทรมาแจ้งค่ะ จะได้ไม่ต้องรอ,neg,พนักงาน
466,ขนิษฐา, - 8/28/2021 21:15:02,ไม่เคยโทรมา และบางทีไม่ได้เข้ามาที่บ้านด้วย แล้วลงว่า โทรไม่ติด ผิดเบอร์ ทั้งๆที่ไม่มีโทรเข้ามาเลย ที่บ้านก็ไม่เข้ามา หลายรอบแล้ว,neg,พนักงาน
497,ปัทมา สิงห์เมือง, - 8/26/2021 17:18:58,พนักงานส่งของวางของไว้หน้าบ้าน  ซึ่งการโทรแจ้งทุกครั้งจะบอกให้ฝากของไว้ที่ รปภ  ถ้าไม่อยู่บ้าน และกว่าจะมาเจอของ ฝนตกหนัก น้ำท้วม ของเสียหายค่ะ    ควรตักเตือนพนักงานส่งของทุกคนอย่าส่งของมักง่าย แบบนี้  ซึ่งของเสียหายแบบนี้จะรับผิดขอบอย่างไรค่ะ  ถ้าให้ประเมิน มี 0 ก็ให้ติดลบนะค่ะสำหรับเคสนี้     ถ่าย vdo ไว้นะค่ะ ถ้าต้องการดูหลักฐาน,neg,พนักงาน
510,Kkkk, - 8/25/2021 19:03:53,พนักงานแย่มากคีย์ข้อมูลเราผิดทำให้ของเรามีปัญหาและยังมาไม่ถึงส่งของตั้งแต่วันที่ 21สิงหา64 ตอนนี้วันที่ 25 ของยังไม่มาถึง,neg,พนักงาน
529,วนิดา แสงต้น, - 8/24/2021 11:40:05,ควรปรับปรุงพนักงานอย่างมาก ถุงพัสดุถูกตัดเปิดออกแล้วขโมยของในถุงไป แล้วใช้เปปของบริษัทปิดปากถุงแทน  ถ้าควบคุมความซื่อสัตย์ของพนักงานไม่ได้ก็ไม่ควรทำงานเกีียวกับทรัพย์สินของคนอื่นค่ะ,neg,พนักงาน
544,พิษณุกร น้อยมณี, - 8/21/2021 11:22:21,คนส่งของไม่ได้มีความพยายามในการส่งของและติดต่อลุกค้า บอกแค่ติดต่อลูกค้าไม่ได้ตีสินค้ากลับ ทำให้เสียหายพิ,neg,พนักงาน
548,ไพบูลย์ , - 8/20/2021 17:24:23,ทำงานล่าช้าติดต่อไม่ได้เจ้าหน้าที่ส่งสินค้าไม่มีมารยาท,neg,พนักงาน
550,ไม่ขอระบุ, - 8/20/2021 13:27:14,คือโทแจ้งว่ามีของมาส่งเก็บเงินปลายทาง ก็งงกับยอดไม่คุ้นว่าสั่งอะไร ขอตรวจสอบก่อนว่าสินค้าเป็นอะไร ยังอ่านไม่ครบประโยคเลย พนักงานดึงกล่องคืนแล้วพูดว่าถ้าไม่มั่นใจไม่ต้องรับแล้วเดินจากไป คืองง กับอาการที่ทำ มันคืออะไร #ฝากไว้ให้คิดก่อนรับ สินค้า COD,neg,พนักงาน
552,บุคคลนิรนาม, - 8/20/2021 11:31:06,พนักงานทำงานแย่มากๆ พัสดุตกค้างอยุ่ที่บริษัทเป็นอาทิตย์ ที่สำคัญ ใม่มีพนักงานโทรมาหาเรย แต่สถานะกลับขึ้นว่า ใม่สามารถติดต่อผู้รับได้ ทั้งๆที่ไม่มีใครโทมาสักคนเรย บริการแย่มากๆ,neg,พนักงาน
607,นัท, - 8/13/2021 11:02:29,ส่งของช้ามากพนักงานไม่มีมารยาท ชอบโยนของ พัสดุมาถึงบ้านไม่เคยมีสภาพดี แล้วสินค้าที่ตกข้างอยู่รีบจัดส่งด้วย รอนานแล้ว,neg,พนักงาน
628,ประนอม, - 8/10/2021 10:42:00,ส่งผิดบ้าน,neg,พนักงาน
652,cherryonmonday, - 8/5/2021 9:22:43,พนักงานที่สาขาติด tag ผิด  ลูกค้าอยู่นครสวรรค์ ของไปถึงผู้รับที่เชียงราย   สามวันผ่านไป ติดตามอะไรไม่ได้ เหมือนกับ j&t ปิดการสื่อสารทุกช่องทาง  ต้องปรับปรุงอย่างเร่งด่วน,neg,พนักงาน
720,พรลภัส, - 7/31/2021 13:36:07,พนักงานส่งของเอาของวางไว้แล้วไม่แจ้งไม่โทรบอก,neg,พนักงาน
763,ชุติกาญจน์ นาคสุทธิ์, - 7/29/2021 7:26:04,ยังไม่ได้รับพัสดุ พนักงานไม่มีการโทรแจ้งเลยเอาของเราไปส่งที่ไหนไม่ทราบ,neg,พนักงาน
764,กดขยายเวลาก็ไม่ทัน??, - 7/29/2021 3:46:53,พนักงานไม่ควรกดยืนยันสินค้าๆทั้งที่ลูกค้ายังไม่ได้รับ!!!??,neg,พนักงาน
775,สิริกาญจน์ สำราญสุข, - 7/28/2021 1:55:12,พนักงานปลายทางเซ็นรับของก่อนลูกค้ารับ แล้วส่งช้า ทำให้ลูกค้าคิดว่าของหายตลอดเพราะมีคนรับแล้ว ..,neg,พนักงาน
823,ผู้รับ, - 7/25/2021 14:15:58,ตอบมาได้ว่าลืม ทำงานภาษาอะไร ไม่ได้มีระเบียบไม่มีความรับผิดชอบเลย,neg,พนักงาน
903,กนกวรรณ, - 7/16/2021 19:49:35,พนักงานส่งของล่าช้ามาก บกพร่องโทรมาบอกว่าจะมาส่งให้อีกวันก็ไม่มา ของข้างในเป็นขนมเสียหายได้ ใครจะรับผิดชอบค่ะ ควรปรับปรุงอบรมพนักงานด้วยค่ะ (สาขา บ่อทอง ),neg,พนักงาน
7,อย่ารู้เลย, - 7/28/2022 15:15:31,กากแต่สะเออะทำแอฟเช๊คพัสดุถุยครับ,neg,ระบบ
8,B, - 7/28/2022 12:54:04,ห่วยแตกเช็กอะไรก็ไม่ได้ ปิดไปเลย,neg,ระบบ
10,ผชา?รัตน์?, - 7/22/2022 21:25:06,รายละเอียดบอกเซนต์?รับแล้ว? แต่เจ้าจองพัสดุไม่ได้รัยการติดต่อมาเลย? เสียควาใรู้สึกมากๆ? 822435756612,neg,ระบบ
13,ปรับปรุงด่วน, - 7/16/2022 23:33:24,ขอคำอธิบายที่สถานะการส่งขึ้นว่าไม่สามารถจัดส่งสำเร็จเนื่องจากลูกค้าเลื่อนรับสินค้าหน่อย...คืออออ....ไม่มีขนส่งโทรหาลูกค้าเลยแต่มาบอกว่าลูกค้าเลื่อนน่าเกลียด,neg,ระบบ
17,อารีรัตน์, - 6/28/2022 8:26:56,ห่วยมาก 3วันแล้วพัสดุยังไม่ออกจากสาขา,neg,ระบบ
19,Mo_Na, - 6/22/2022 9:26:57,เช็คสถานะสินค้า มีการ Hold ไว้หลายวันมาก ระบุสินค้ามีปัญหา แต่ไม่มีการโทรเข้ามาติดต่อกับผู้รับซักสายเลย,neg,ระบบ
26,Jew Yong Ping, - 6/10/2022 17:36:43,นำส่งพัสดุผิดบ้าน ยังตามหาไม่เจอเลยครับ ในระบบบอกว่าผมเซ็นต์รับพัสดุ แต่ยังไม่ได้รับของเลย,neg,ระบบ
35,ดวง, - 5/25/2022 14:07:47,ของยังไม่ได้รับ แต่ระบบแจ้งว่าเซ็นต์รับสินค้าแล้ว ตามได้ที่ไหนต่อคะ,neg,ระบบ
36,แมว, - 5/25/2022 11:22:33,ส่งสินค้าตั้งแต่ 25 มี.ค.2565 ยังไม่ได้รับสินค้าเลย ห่วยมาก ตาม 5 รอบ ก็ได้คำตอบเดิมๆ ให้รอติดต่อกลับ,neg,ระบบ
40,Lemon The Sun, - 5/22/2022 18:10:52,ของยังไม่ได้รับ แต่ระบบแจ้งว่าเซ็นต์รับสินค้าแล้ว ตามได้ที่ไหนต่อครับ เป็นแบบนี้ 2 ครั้งแล้ว,neg,ระบบ
74,แอน, - 4/15/2022 22:46:55,สั่งของผ่าน Shopee ถูกตีกลับ 2 ชิ้น เหตุผลคือไม่ระบุตำบลไว้ในระบบของ Shopee (ซึ่งเราเองก็ไม่เคยรู้เลยว่าระบุที่อยู่ไม่ครบ) แต่ก่อนหน้านี้ได้รับของตลอด ไม่เคยมีปัญหาเลย ทั้งๆที่ไม่ได้ระบุตำบลเหมือนกัน คำถามคือ มาตรฐานการคัดแยกสินค้าคืออะไร??? ถ้าตีกลัว ก็ควรตีกลับทั้งหมดรึเปล่า แล้วทางผู้ส่งสินค้าแจ้ง J&T แล้วว่าตำบลอะไร แต่ก็ยังถูกตีกลับ ไม่มีมาตรฐานอะไรเลย เหมือนวัดดวง ห่วยมาก,neg,ระบบ
75,เจน, - 4/15/2022 16:03:17,ทุกวันนี้ยังไม่ได้ของเลย เข้าไปเช็คบอกว่าจะส่งวันที่14 เเละขึ้นว่าของมีปัญหา,neg,ระบบ
79,หญิงหน่อย, - 4/12/2022 15:00:26,พัสดุตกค้างที่สาขาวันนี้วันที่4 สำนักงานใหญ่ให้เบอร์โทรมาก็ติดต่อไม่ได้,neg,ระบบ
98,อ้น, - 3/25/2022 10:19:40,ของค้างอยุ่วังมะนาวไม่มีการอัพเดทมา2วัน เเชทไป ทักไป ก็บอกเดี๋ยวเร่งให้ ห่วยมาก เราอุส่าห์เปิดใจส่ง ทั้งๆที่ได้ยินมาเยอะว่าเเย่มาก มาเจอเองวันนี้ คือ สุดๆจริงๆ,neg,ระบบ
105,เสียเวลามากขนส่งช้าๆๆๆๆๆพรักงานก็แย่, - 3/10/2022 22:29:22,ไม่ยอมส่งแย่มากคิดค้าง3วันเพื่อ,neg,ระบบ
110,อีวาด, - 3/4/2022 11:04:51,แจ้งว่าวันเดียวถึง เช็คสถานะค้างทั้งวันไม่ไปไหนเลย,neg,ระบบ
121,รอเป็นเสี่ยว, - 2/9/2022 17:40:11,ตกค้างมา3วัน ออกส่งบ้างนะของอ่ะ,neg,ระบบ
122,Suparat, - 2/9/2022 10:48:01,มีปัญหาตลอดขนส่งนี้ พัสดุมีปัญหา ตกค้างบ่อย,neg,ระบบ
137,ตามหาของ, - 1/24/2022 16:30:25,เช็คสถานะขึ้นเซ็นรับแล้ว ใครเซ็นรับหรอ? ทำไมของมาถึงไม่โทรหาผู้รับ โทรไป Call center บอกว่าอัพโหลดรูปว่าวางของไว้แล้ว วางได้ยังไง ทำไมไม่โทรมาแจ้งผู้รับ ทำไมแย่จัง คอมเพลนก็จากลูกค้ารายอื่นก็เยอะ ปรับปรุงแก้ไขบ้างเถอะ แบบนี้ขนส่งควรรับผิดชอบนะ,neg,ระบบ
138,Nathamon, - 1/23/2022 19:07:03,แย่มาก  วันที่ 23/165  เวลา 10.12 น.บอกนำจ่ายพัสดุ   ผ่านไป 4 นาที 10.16.12 บอกพัสดุตกค้าง,neg,ระบบ
140,อาซาโกะ, - 1/19/2022 20:12:14,งงกับขนส่งนี้ส่งของทั้งวันไม่ไปไหนมาไหนเลยเช๊คของแล้วยังยุจุดเดิมยุแย่มากๆๆๆๆๆๆๆ,neg,ระบบ
144,P, - 1/17/2022 15:12:37,งง มาก สินค้า ก็ยังไม่ถึงมา 2 วัน ตีกลับๆ แต่ขึ้นสถานะว่า ไม่รับสาย ไม่มีใครอยู่บ้าน ไม่มีสักสายที่โทรเข้ามา โทรกลับไป ก็ไม่รับ เพราะอะไร ไม่เข้าใจ ทั้ง พนง และ สาขาที่สินค้าตกค้าง เออ งง,neg,ระบบ
147,เรื่องของกู, - 1/13/2022 11:42:01,ไม่ได้ของแต่บอกว่าส่งสำเร็จแล้ว ตามก็ยาก ติดต่อก็ไม่ได้ ห่วยชิบหาย,neg,ระบบ
148,ทัศณา, - 1/13/2022 10:35:18,ส่งของไปตั้งแต่วันที่11นึกว่าของถึงผู้รับแล้วแต่ทางกลับกันของยังไม่ถึงผู้รับเลยเพราะว่าพัสดุคัดแยกผิดทำไม่ทำงานกันอย่างนี้คุนไม่คิดหรือว่าของที่ส่งไปอาดจะเสียหายได้เพราะมันนานมากอยากให้ปรับปรุงด้วย,neg,ระบบ
149,0874422961?, - 1/12/2022 18:34:52,ระบุว่าเซ็นรับพัสดุแล้ว? แล้วพัสดุอยู่ที่ไหน มาส่งตอน1ทุ่ม? ไม่มีของมาส่งแต่ขึ้นสถานะว่าเซ็นรับพัสดุแล้ว ไม่มีการโทรหาผู้รับก่อนมาส่ง กรุณาเอาของมาส่งตามที่อยู่ด้วยคงไม่ได้เอาของๆฉันไปใช้เองหรอกใช่ไหม? ของราคา?ไม่กี่ร้อยซื้อเองไม่ได้หรอนี่ฉันต้องเสียเวลาหลายรอบล่ะทำพัสดุ?ตกค้างมา3รอบกับบริษัท?ขนส่ง?เดิมๆ,neg,ระบบ
