Column1,Customer Name,Date,Reviews,คอลัมน์1,หัวข้อ
369,เพชรน้ำค้าง  นาโควงค์, - 8/14/2021 18:56:58,พนักงานแฟลชไม่โทรมา  ไม่มาส่งของแล้วเช็คเป็นปฏิเสธของ   แล้วจะส่งของกลับค่ะ  ไม่โอเคเลย,neg,พนักงาน
419,เยาวภา ซุ่นเลี่ยง, - 8/4/2021 13:43:02,"จ้างพนักงานทั้งทีควรอบรมมารยาทบ้างนะ
ส่งของแบบห่วยแตกมาก",neg,พนักงาน
443,บอย, - 7/30/2021 11:12:58,ของส่งผิดที่ มีคนเซนรับของไป ยังไงโทรกลับเบอร์นี้หน่อยนะครับ 0632605566,neg,พนักงาน
483,??, - 7/26/2021 13:30:40,เซ็นก่อนผู้รับจะเห็นของ ไม่รู้ใครเป็นคนรับให้ แย่มากๆ เร็วจริงแต่คนส่งพัสดุแย่มากไม่ปรับปรุงไม่โทรมาก่อนด้วยซ้ำ ถ้าไม่มีเก็บปลายทางแบบนี้บริการห่วยแตกเกินไปมั้ง,neg,พนักงาน
525,แจน, - 7/22/2021 22:48:34,เคยเจอพัสดุมาถึงปลายทางแล้วแต่พนักงานไม่ยอมมาส่งจนรับพัสดุเสียหายใช้ไม่ได้ ถามเจ้าหน้าที่ว่าทำไมส่งของช้าทำให้ของเสียหาย พนง.ส่งของบอกว่าของเยอะมาส่งให้ไม่ทันอย่างนี้ก็ได้ด้วยเหรอ ถ้ามีคนใช้บริการเยอะจะบอกเพื่อนว่าไม่ต้องส่งบริการช่องทางนี้งานคุณจะได้ไม่เยอะ,neg,พนักงาน
584,คนส่ง, - 7/18/2021 18:39:32,แย่มากโทรถามว่าบ้านอยุ่ไหน2รอบบอกให้บอก0kคำตอบสุดท้ายที่โทรไปถามในวันเดียวกันบอกว่าคลองถนนส่งแค่ถนนข้างหน้าสุดทางส่งทั้งที่บ้านเลขที่เป็นของเขตตัวเองคนใช้บริการจะรูไหมของที่ส่งมาเป็นขนมปังจนวันนี้ยังไม่ได้ของโทรหาเบอ0953910490บอกไม่มีของและทำการบล็อกเบอไม่รับสุดๆๆพอถามสาขาอื่นบอกไปวังน้อยปานนี้ยังไม่มาคาดว่าหายแล้วคิดว่าให้ระดับไหมดีคนส่งคงโกรธแบบไหนคนรับก็โกรธแบบนั้นเพราะเงินก็เสียของก็ไม่ได้.,neg,พนักงาน
636,พรวลัย สงมา, - 7/15/2021 21:11:51,พนักงานส่งแต่ละสาขาไม่สุภาพต่างกัน,neg,พนักงาน
649,นภัสสร พัดเจริญ, - 7/15/2021 14:03:40,พนักงานจัดส่งที่อยู่ผิดทำให้ต้องแจ้งเพื่อให้พนักงานมาส่งใหม่ และช้ามาก ทำให้สินค้าด้านในเน่าเสีย,neg,พนักงาน
722,ส่งของเกือบทุกวัน ที่เลือกส่งเพราะราคาถูกกว่าที่อื่น , - 7/10/2021 14:18:35,ส่งหลายเคสแล้ว บางเคส ก็ลงที่อยู่ผิด ต้องแก้ไข ทำให้เกิดความล้าช้า ไปอีก,neg,พนักงาน
2,tukta, - 8/4/2022 10:22:57,แย่มาก มาเปลี่ยนที่อยู่จัดส่งเอง แระของก้อไม่ส่งให้ ติดต่อก้อไม่ได้สักทางเลย แย่สุดๆๆๆๆๆ ปิดบริษัทไปเถอะ,neg,ระบบ
9,คนเดือดร้อน, - 7/28/2022 17:28:37,แย่มากเลยบริษัทนี้ ผมติดตามพัสดุยุ ส่งข้อความมาว่ากำลังจัดส่งพัสดุของท่าน พอผ่านไป 2-3ชั่วโมง ส่งข้อความมาอีกว่า พัสดุของท่านจัดส่งไม่สำเร็จ ยังไม่มาส่งเลย แล้วจะสำเร็จได้ไงครับ ผมรอมา3วันแล้วยังไม่มาส่งเลย พอมาวันนี้ ส่งข้อความเหมือนเดิม กำลังจัดส่งพัสดุของท่านตอนเที่ยง พอถึงบ่าย3โมง ส่งข้อความว่า พัสดุของท่านจัดส่งไม่สำเร็จ ยังไม่ส่งถึงบ้านเลย  จะส่งสำเร็จได้ไงครับ ถ้าปิดได้ปิดเถอะครับ,neg,ระบบ
14,Wantanee, - 7/24/2022 13:17:29,ทำงานเปรตไหรพันนี้ อะ ยกเลิกของเองได้กันนะ เราสั่งเรากะอิเอาใช้งาน ยกเลิกเองเฉย ปิดตะบริษัท ถ้าไม่อยากส่งของ ชาติเลว,neg,ระบบ
20,กนกลดา, - 7/20/2022 14:32:03,เช็คพัสดุบอกไม่มีข้อมูลการส่ง อ้าววแล้วมีโค้ดการส่งได้ไงล่ะ(แย่มาก)ของตกค้างเสียหายเข็ดแล้วบริการแบบนี้,neg,ระบบ
21,ลัดดาวัล์, - 7/16/2022 9:27:07,เลขพัสดุผิดพลาดเชคไม่ได้ตลอดไม่ใช้บริการอีกแล้ว,neg,ระบบ
26,ธนวรรณ, - 7/13/2022 10:48:16,ฉันไม่ได้รับพัสดุ เงินก็จ่ายแล้ว ไปตามหาบ้านญาติ 6 หลังคาเรือนแล้ว โทรถามบอกจำไม่ได้ ฉันควรทำไง ติดต่อมานะ 0844740993,neg,ระบบ
33,ชัยณรงค์, - 7/2/2022 22:58:25,ของไม่มาส่ง ถูกบอกว่าไม่มีคนรับ เปลี่ยนที่อยู่  สาขากลางดง,neg,ระบบ
40,ทำงานไม่มีความรอบคอบ?, - 6/26/2022 11:56:57,ฝากถึงสาอุบลด้วยไม่มีความรอบคอบในการขัดเเยกสินค้า ส่งสินค้า?ไปผิดที่ผมอยู่ขุนหาญเเต่ส่งไปกันทรลักษ์? สิ้นค้าก็ค้างอยู่ที่นั้นแหละ?,neg,ระบบ
50,EARTH, - 6/16/2022 12:18:00,พัสดุอยู่ในคลัง2วันแล้วคับช่วยรีบจัดส่งให้ที,neg,ระบบ
51,มิ้ว, - 6/16/2022 11:27:32,ของค้างอยู่ที่คลังตั้งแต่วันที่ 10/6/2022 จนตอนนี้วันที่ 16/6/2022 โทรเข้าไปตามกับเจ้าหน้าที่ 2 รอบบอกว่าจะตามเรื่องให้เร่งจัดส่ง จนตอนนี้ทุกอย่างยังนิ่งที่เดิม เช็คสถานะก็ยังนิ่งอยู่ที่เดิมตั้งแต่วันที่ 10 ทำไมบริการแย่แบบนี้ ไม่ปรับปรุงคุณภาพไม่พัฒนา,neg,ระบบ
52,สุบิน บรรดา?ศักดิ์?, - 6/16/2022 7:56:09,ของไม่มาส่ง ไม่โทรมา แถวจะตีของกลับอีกด้วย แย่มาก,neg,ระบบ
58,ปรับปรุงด่วนเลยคะ, - 6/3/2022 19:30:52,สินค้ายังไม่ได้รับคะเเต่มีคนเซนรับเเทนคะ,neg,ระบบ
59,SRIRA, - 5/27/2022 18:26:23,เห้ยทำไมสถานะพัสดุมันส่งกลับไปกลับมาวะ ตอนแรกพัสดุอยู่เซนทรัลวังน้อยส่งไปถึงฉิมพลี ละก็ดหมือนกำลังจะมาส่งสักพักส่งกลับไปเซนทรัลวังน้อยเฉยเลย ระบบเป็นไร ? ถ้าปัญหาเยอะเดียวไปหาถึงที่,neg,ระบบ
61,ชนัญชิดา, - 5/25/2022 9:20:36,ติดตามพัสดุในระบบไม่ได้เลย,neg,ระบบ
70,ประวิทย์ พันธุ์ดี, - 5/7/2022 15:39:13,ของมาถึงปลายทางแล้วแต่พนักงานไม่นำส่งไม่เข้าใจ2วันแล้วน่าจะนำส่งสินค้าได้แล้วบริการแย่มากๆ,neg,ระบบ
72,สกาวเดือน, - 4/22/2022 12:06:09,เช็คของถึงแล้ว ตั้งแต่ 15/4/65 มีขีดเซ็นรับที่ไม่ใช่ชื่อคนรับ  แต่ไม่ได้รับของ ลงไว้ ณ. วันที่ 21/4/65,neg,ระบบ
74,สุ, - 4/16/2022 10:24:37,เชคแล้วถึงนานแล้ว แต่พนักงานนำจ่ายช้ามากกกก รอๆๆๆ,neg,ระบบ
76,โด่ง โรงสี, - 4/10/2022 8:43:47,สินค้าถึงปลายทางแล้วตั้งแต่วันที่7แต่ไม่นำส่ง,neg,ระบบ
82,จิดาภา, - 2/11/2022 18:16:03,พัสดุยังไม่ได้รับเเต่ในชอปปีที่สั่งของขึ้นว่าพัสดุจัดส่งสำเร็จทั้งที่ม่ายด้รับของที่,neg,ระบบ
83,นน, - 2/10/2022 9:22:01,"เซ็นรับพัสดุเองแย่มากโทรมาจิงแต่คุยกับเราไม่รึ้เรื่อง
โทรหาเบอร์คนที่มาส่งก้อไม่ติด",neg,ระบบ
105,ช้ามากๆๆๆๆๆ, - 12/7/2021 18:24:46,"พัสดุรับเข้าสาขาแล้วนิ่งไม่ขยับไปไหน
จะใช้เวลาส่ง7-8วันหรอคับช้ามากๆ",neg,ระบบ
109,Nitiya, - 12/3/2021 9:51:05,เซ็นรับของแต่เจ้าของไม่ได้รับแบบนี้ก็ได้จนตอนนี้ของไปอยู่ไหนก็ไม่รู้,neg,ระบบ
114,โก๋เบียร์ เมืองนนท์, - 11/4/2021 12:20:23,แย่ มากสิ่งค้ายังมีเวลา อีก 2_4 วัน ไม่เจอคนรับวันเดียวตีกลับ ถ้าไม่เปนใจส่งก็ปิดบริษัทเลย คับแนะนำ  เบอร์ก็ไม่มีให้ติดต่อ โทไปติดใครก็ไม่รู้ คืออาลมเสียคับ รอของมานาน พอขอมา ก็รีบตีคือ,neg,ระบบ
165,เสาวลักษณ์, - 9/6/2021 14:25:49,ควรมีข้อมูลแจ้งว่า ลูกค้าจะได้รับสิ่งของวันไหน ให้ระบุชัดเจน เพราะการขนส่งแต่ละพื้นที่ ใกล้ ไกล ไม่เท่ากัน ลูกค้าจะได้ทราบว่าสิ่งของๆตนไม่ได้ตกค้าง,neg,ระบบ
174,รัตนา, - 9/4/2021 18:56:27,ไม่อัตเดตความคืบหน้าของการขนส่ง,neg,ระบบ
308,อรวรรณ, - 8/23/2021 11:10:53,เข้าไปดูลายเซ็นต์ผู้รับไม่ได้,neg,ระบบ
311,ณัฐมนกาญจน์, - 8/22/2021 14:44:21,ขึ้นสถานะว่าส่งสำเร็จแล้วแต่ลูกค้าไม่ได้รับของ ช่วยตรวจสอบผู้นำส่งสินค้า เลขพัสดุนี้ด้วยค่ะ TH010534134938 ถ้าไม่ได้นับคำตอบจะดำเนินการทางกฏหมายค่ะ  โทรกลับเบอร์นี้นะคะ 0830543663,neg,ระบบ
312,อารีรัตน์, - 8/22/2021 14:39:00,ไม่เห็นมาส่งของแต่เชคเลขขึ้นปฏิเสธรับของ  งง,neg,ระบบ
313,อารีรัตน์, - 8/22/2021 14:38:10,ไม่เห็นมาส่งของ แต่พอเชคเลขขึ้นว่าปฏิเสธรับของ งง,neg,ระบบ
314,ลี, - 8/22/2021 13:33:44,คีย์ข้อมูลมั่วจัดส่งพัสดุมั่ว,neg,ระบบ
375,กุลชา, - 8/14/2021 11:56:33,ของยังไม่ได้ แต่พอเช็คกลับขึ้นว่าปิดงาน เบอก็ถูก ที่อยู่ก็ถูก,neg,ระบบ
380,วรัญชัย, - 8/13/2021 17:30:32,ส่งช้าชิบหายไม่รู้จะดองของไว้ทำไม ตรวจเช็คเลขก็ไม่ได้ขึ้นไม่พบข้อมูลระบบห่วย,neg,ระบบ
415,พีม, - 8/4/2021 22:24:45,เคยของหายครั้งนึงค่ะมันขึ้นว่ามีคนรับแล้ว แต่พัสดุยังไม่ถึงเรา,neg,ระบบ
422,เจี๊ยบ, - 8/4/2021 10:32:54,คัดแยกจัดส่งผิดพลาดหลายวันมาก แย่ค่ะ ลูกค้าขอร้องเรียนการบริการขนส่งค่ะ ห่วยมาก,neg,ระบบ
429,พิชชา พูลเขตกิจ 0996519678, - 8/2/2021 9:31:07,ยังไม่ได้ส่งของมาให้ พนังงานก็ไม่โทรมา แต่สถานะขึ้นว่าส่งไม่สำเร็จ ช่วยชี้แจ้งและแก้ไขด้วยค่า ตามของให้ด้วยนะคะ,neg,ระบบ
448,มนต์ชัย, - 7/30/2021 8:06:18,สินค้าสั่งทาง Lazada แต่ไม่ส่ง ไม่โทรหา ไม่แจ้งรายละเอียดใดๆ แต่ตีกลับไปร้านค้า  (แต่ขึ้นข้อความลูกค้าปฏิเสธพัสดุ) พัสดุหมายเลข,neg,ระบบ
466,สายฝน, - 7/27/2021 15:20:02,เคลียของตกค้างด่วนค่ะ ลูกค้าทวงเงินคืนแล้วค่ะ,neg,ระบบ
481,ญาดา, - 7/26/2021 14:49:18,ไม่มีการตามของเลย,neg,ระบบ
490,ปวีณา, - 7/25/2021 22:05:25,เช็คเลขไม่ขึ้น แต่ทางร้านบอกส่งแล้ว แต่ไม่ยอมเอาเข้าระบบ เป็นอาทิตย์แล้ว,neg,ระบบ
494,อ, - 7/25/2021 14:36:10,เมื่อไหร่จะติดตามสินค้ให้ส่งออกได้สักทีคะ,neg,ระบบ
507,ปารณีย์ ชูชาติ, - 7/24/2021 10:20:43,อย่าให้รีบเคลียของเพราะบางคนรีบใช่ บางคนสั่งของกินมันจะไม่เสียหายหรอคะ?,neg,ระบบ
524,เบื่อการรอคอย, - 7/23/2021 0:04:29,ของค้างอยู่ที่วังน้อย คือทางขนส่งจะส่งปลายทางหรือจะตีกลับคะรอมากลายวันแล้วยังไม่ได้รับของเลย,neg,ระบบ
533,แม่ค้า, - 7/22/2021 14:10:51,มีพนักงานติดโควิด แต่เก็บเงินลูกค้าไปแล้วจะเอาของเขาไปดองไม่ได้นะ อย่าทำทุเรศแบบนี้ คนเป็นแม่ค้าป่วนไปหมดเลย ไครจะรับผิดชอบ ลูกค้าก็ด่าเสียลูกค้ามาก ไม่มีระบบการจัดการอะไรเลยหรอ ปล่อยทิ้งความรับผิดชอบแบบนี้ได้อย่างไง เงินค่าส่งก็เก็บไป๕รบถ้วนแล้ว,neg,ระบบ
549,อาภาภรณ์  นาคกุล, - 7/21/2021 9:48:12,สินค้าส่งผิดหรือผิดพลาดอะไรควรโทรบอกผู้ส่งหรือผู้รับให้ทราบ,neg,ระบบ
583,วรินทร, - 7/19/2021 6:03:11,ของมาส่งตั้งแต่16ตอนนี้ก็ยังยุวังน้อยยุ?  ของเสียหายจะรับผิดชอบยังไง,neg,ระบบ
635,ธนินจิตรา, - 7/15/2021 22:50:51,พัสดุยังไม่ได้รับตกค้างส่ขาวังน้อยตั้งแต่วันที่ 13กค ไม่มีการดำเนินการอย่างไร ต้องขดใช้ค่าเสียหายให้ลูหค้า,neg,ระบบ
638,ธารณ อภิยุทธวีร์, - 7/15/2021 19:28:34,จะดีมากเลยครับถ้าการส่งสินค้าไม่ข้ามจังหวัดแพร่ไป สินค้าที่มาจาก กทม. หรืออิสาน เพราะเลยไปลำปางก่อนแล้วก็วกกลับมาที่แพร่ เสียเวลาไปอีกวัน แต่ถ้ามาจาก เชียงใหม่ เชียงราย ดีมากครับไม่อายขนส่งอื่นเลย แต่ก็ดีครับก็ไม่ได้เลวร้ายอะไรครับ,neg,ระบบ
641,Mieaw, - 7/15/2021 18:53:04,สถานะขึ้นเซ็นรับโดยเจ้าของเองแต่ยังไม่ได้รับของเลยคะ.. งงมาก,neg,ระบบ
670,ร, - 7/15/2021 7:35:26,เช็คไม่ได้ ไม่พบพัสดุ หลายวันแร้วว,neg,ระบบ
3,ธิติกาญจน์, - 8/3/2022 12:33:33,"ของมาถึงตั้งแต่วันอาทิตย์วันพุธยังไม่ส่งของให้ลูกค้าเลย
โทรมาเลื่อนตลอดแย่มากค่ะ",neg,ระยะเวลาขนส่ง
4,น.ส ขนิษฐา เตี้ยเนตร, - 8/2/2022 21:23:23,ช้ามากของมาถึงหลายวันแล้วแต่ไม่นำมาส่ง,neg,ระยะเวลาขนส่ง
6,เรื่องกู, - 8/1/2022 11:54:45,ช้าจัด ของถึงเเล้วไม่ยอมส่ง จะดองทำไม,neg,ระยะเวลาขนส่ง
7,-, - 7/30/2022 19:12:10,ส่วของช้ามากค่ะ ส่งผลไม้ไป เน่าหมดเลยค่ะ การบริการแย่มากค่ะ,neg,ระยะเวลาขนส่ง
8,เสาวณีย์, - 7/30/2022 12:25:37,ส่งของช้ามากผลไม้เน่าเสียหาย,neg,ระยะเวลาขนส่ง
16,กัลยาณี อินทรวิเศษ, - 7/24/2022 12:19:14,ห่วยแตะ ห่วยถึงห่วยมากกกกก ส่งช้าเหมือนเต๋า 4วันแหละยังไม่ได้ของเลย เช็คพัสดุก็ยังค้างอยู่กับที่ไม่ไปไหน ไม่สมควรจะได้สักดาวเลยด้วยซ้ำ เหนื่อยใจกับบริษัทนี้มาก,neg,ระยะเวลาขนส่ง
17,วรรณกมล, - 7/23/2022 12:11:55,แย่มากค่ะ ส่งสินค้าช้ามาก,neg,ระยะเวลาขนส่ง
18,ผู้รับ, - 7/22/2022 17:36:40,ส่งช้ามาก ขึ้นนำส่งตั้งแต่9โมง จนอีกวันยังไม่ถึง,neg,ระยะเวลาขนส่ง
19,ควรปรับปรุง, - 7/21/2022 13:42:00,แย่มากส่งของจากภูเก็ตปลายทางพังงาใช้เวลา8วันแล้วของยังไม่ถึง,neg,ระยะเวลาขนส่ง
23,Lak, - 7/15/2022 12:46:18,ส่งช้ามาก นนทบุรี ส่งมาบางซื่อ 3 วันยังไม่ถึง งงกับระบบ,neg,ระยะเวลาขนส่ง
24,ปราณี, - 7/14/2022 18:29:01,พัสดุมาถึงเวียงสาตั้งแต่วันที่9แทนที่จะมาส่งของให้จนถึงวันที่14แล้วของก็ยังไม่มาส่งให้อีกทำไมทำงานช้าแบบนี้แย่มากเลยคนรอของก็รอไปเถอะติดต่อก็ยากโทรเบอรฝ่ายบริการลูกค้าโทรทั้งวันก็ไม่รับสายห่วยชิบหาย,neg,ระยะเวลาขนส่ง
29,นรมน อยู่ทอง, - 7/11/2022 13:15:14,รอของมาเป็นอาทิตย์ โทรหาเจ้าหน้าที่ผู้ส่งพัสดุก็ไม่รับสาย ติดต่อทางไลน์ก็แจ้งว่าจะมาส่งให้วันนั้นวันนี้ แต่ไม่มีการโทรหาเรา ติดตามพัสดุกลับแจ้งว่าเราเลื่อนการส่ง 2 ครั้งติดกัน อีเฮงซวย,neg,ระยะเวลาขนส่ง
37,แจฮยอง, - 7/1/2022 12:47:05,ช้ามาก พัสดุค้างสาขาอยู่3วันแล้ว และก็ไม่รู้จะค้างอีกกี่วัน เบอร์ติดต่อสาขาก็ไม่มี ห่วยแตกมาก,neg,ระยะเวลาขนส่ง
38,ปนันทิดา  เเสงเเก้ว, - 6/30/2022 10:28:02,พัสดุมาช้ามากสั่งตั้งเเต่วันจันทร์พัสดุค้างอยู่ชัยนาทตั้งเเต่เมื่อวาน16.04 รีบมากอยากได้พัสดุก่อนวันศุกร์นี้ยังไม่ออกจากชัยนาทเลย,neg,ระยะเวลาขนส่ง
41,กล้วย, - 6/25/2022 23:04:17,จัดส่งช้ามาก ไม่เป็นไปตามเวลานัด,neg,ระยะเวลาขนส่ง
42,กล้วย, - 6/25/2022 23:00:55,พนักงานโทรนัดเปลี่ยนแปลงเวลาส่งสินค้า ว่าจะจัดส่งให้ในวันถัดไปก่อนเที่ยง รอสินค้ามา 3 วันแล้ว ทำไมยังจัดส่งสินค้าให้ค่ะ,neg,ระยะเวลาขนส่ง
43,นุ๊ก, - 6/22/2022 17:45:51,"เเฟลชมัวทำอะไรอยู่ของดองไว้ไม่อัพเดตสถานะ มา3วันแล้ว
ทำไมช้ามากขนาดนี้ รับพัสดุเข้าคลังมา3-4วันไม่คิดจะส่งกันบ้างเหรอ",neg,ระยะเวลาขนส่ง
44,บอล, - 6/21/2022 14:02:58,ขนส่งช้ามาก  ดองของไว้ทำไมครับ ของมาถึงเป็นอาทิตย์  ไม่รุ็จะดองของไว้ทำไม    ถ้าไม่ส่งของก็ปิดบริษัทไปเลยครับ   โทรตามก็ไม่ค่อยจะมีคนรับสาย   คุณทำงานกันยังไงครับไม่มีวางแผนกันเลยหรอ,neg,ระยะเวลาขนส่ง
46,Earth, - 6/16/2022 23:58:05,รอมา3จะ4วันละยังดองของอยู่เลย,neg,ระยะเวลาขนส่ง
49,B, - 6/16/2022 14:23:52,ของมาถึง 4 วันแล้วทำไมไม่จัดส่งโทรถามบอกพนักงานลาออกขอจัดส่งเป็นพรุ่งนี้ พอวันนี้โทรอีกบอกยังไม่มีคนวันนี้วิ่งแต่เส้นองค์รักษ์ ขอจัดส่งวันพรุ่งนี้อีก น่าเบื่อเสียค่าส่งแล้วยังต้องเจอแบบนี้,neg,ระยะเวลาขนส่ง
53,สงวน, - 6/14/2022 16:33:27,พัสดุมาถึงสาขาปลายทางตั้งแต่วันศุกร์ที่ 10 นี่วันอังคารที่ 14 แล้ว จะดองเอาไว้ทำไม,neg,ระยะเวลาขนส่ง
54,ฝน, - 6/12/2022 15:44:24,โคตรช้า ช้ามากๆ กทม-กทม เกือบอาทิตย์แล้วยังไม่ถึงเลย ห่วยแตก,neg,ระยะเวลาขนส่ง
55,Armmy, - 6/8/2022 14:56:05,ช้ามากๆๆๆๆ,neg,ระยะเวลาขนส่ง
56,คน, - 6/7/2022 16:33:07,เป็นขนส่งที่ส่งช้ามาก,neg,ระยะเวลาขนส่ง
57,yourfather, - 6/3/2022 20:14:59,ช้ามากกกก ถ้าไม่ถนัดขนส่งควรไปทำอย่างอื่น,neg,ระยะเวลาขนส่ง
62,ดวงดาว, - 5/21/2022 11:17:21,พัสดุถึงสาขาแต่การนำส่งล่าช้ามากๆๆแฟรชสาขานางรอง,neg,ระยะเวลาขนส่ง
64,ควรปรับปรุงนะคับ, - 5/15/2022 16:46:07,"ทำไม ส่งของช้าจัง โทรไปเจอพนักงานบอกไปรับที่สาขา
ส่งของนะ ไม่ใช่ให้ไปรับของ",neg,ระยะเวลาขนส่ง
65,ศิริวรรณ, - 5/15/2022 9:54:33,ส่งของช้ามากค่ะ,neg,ระยะเวลาขนส่ง
66,กานต์, - 5/14/2022 14:23:09,ช้ามาก ปรับปรุงการส่งน่อย,neg,ระยะเวลาขนส่ง
67,พงษ์ธร, - 5/11/2022 10:00:14,เมื่อไหร่พัสดุผมจะมารอเป็นชาติแล้วเบอร์ติดต่อก็ไม่มีโทรคอเซอร์เตอร์ก็ปิดเครื่องถ้าไม่มีคนส่งของก็ปิดบริษัทไปเลยสาขาเนี่ย,neg,ระยะเวลาขนส่ง
68,Ben, - 5/10/2022 17:58:00,ส่งช้ามากๆ ขนส่ง กทม ชล วันเดียว ส่งถึงแล้วค่ะ 2-3วันแล้วยังไม่ถึงเลย ไม่ไหว ??????,neg,ระยะเวลาขนส่ง
69,สายฝน, - 5/9/2022 19:06:09,บริการส่งก็ดีน่ะ? แต่ทำไมขั้นตอนการส่งช้ามาก?  รึพนักงานน้อยค่ะ? ของมาถึงก้เสียหายกล่องมีรอยเจาะตลอด? เจาะทำไมค่ะ??? ของมาถึงปรายทางแต่เช้า? ก้ยังไม่ส่ง? ทิ้งของไว้ค้างคืน?  บ้างครั้งเปนอาหารขนมก้เสียหมด? ถ้าขั้นตอนการส่งช้าแนะนำให้ลดสาขาการบนิการดีกว่า? เอาพนักงานมาร่วมกันแค่สาขาเดียวจะดีกว่าค่ะ? จะได้ส่งของกันไวๆ? ฝากไว้ให้ปรับปรุงคะ,neg,ระยะเวลาขนส่ง
77,บังกี้, - 3/18/2022 18:24:00,ดำเนินการช้าจัง บางบัวทองไปท่าแซะชุมพร ส่งตั้งแต่เมื่อวานวันนี้พัสดุพึ่งอยู่วังน้อย อยุธยา งงจังไม่ไหว,neg,ระยะเวลาขนส่ง
78,หนุ่ย, - 3/17/2022 12:29:56,สินค้าส่งจาก จ. สุโขทัย มาชลบุรี วันนี่ก็เข้าวันที่ 7 แล้วของก็ยังมาไม่ถึงแช้ไว้จะไห้สินค้าเสียหายหรือไงคับ มาถึงก็ต้องนำจ่ายเลยไม่ไช่ว่าแช้เอาไว้ไห้ขึ้นรา ต้องปรับปรุงนะคับผม มิชนั้นจะทำไห้บริษัทเสียหายนะคับ หรือว่าคนงานไม่เพียงพอคับ แจ้ามาได้นะคับอย่าแช้เอาไว้นาน,neg,ระยะเวลาขนส่ง
79,Bird, - 3/15/2022 6:15:12,คือของมาถึงตั้งแต่11โมงแต่ไม่นำจ่ายคือแล้วถ้านำจ่ายช้าเท่าไรของก็ยิ่งเสียหายมากเท่านั้นไม่รุ้ว่าจะเก็บไว้ทำห่าไรถึงไม่นำส่งแย่มาก,neg,ระยะเวลาขนส่ง
80,มลิวรรณ , - 3/11/2022 15:49:47,ยูแม่สะเรียง3วันแล้วเมื่อไรจะถึงค่ะไม่ส่งสักทีโทรไปก็ไม่รับ,neg,ระยะเวลาขนส่ง
87,โยศิตา, - 1/28/2022 9:42:11,ช้ามากรอ3วันแล้วค่ะ,neg,ระยะเวลาขนส่ง
89,สมพร ดวงทอง, - 1/13/2022 16:26:43,ส่งด่วนนะและอยู่ในพื้นที่ด้วยและเป็นของที่ต้องใช้ด้วยเรื่องค่าส่งไม่ใช่ปัญหาแต่ให้ทันเวลาอย่างแต่อะไรโคตรช้า,neg,ระยะเวลาขนส่ง
90,ตอย, - 1/13/2022 15:44:25,ปรับปรุงด่วนค่ะช้ามาก3วันร่ะของยังมาไม่ภึงจะเปลี่ยนท่่ส่งร่ะ,neg,ระยะเวลาขนส่ง
91,กางเขนดง, - 1/11/2022 9:09:26,การขนส่งสินค้าช้ามากเลยค่ะ สินค้าเข้าสาขามาแล้วแต่ยังคงค้างส่งผ่านไป3วันแล้วสถานะสินค้าก็ค้างส่งเหมือนเดิมถ้าเป็นอาหารสดคงเน่าเสียหายแน่เลย ตอนนี้ 5 วันจากที่สินค้าที่เข้าระบบยังไม่ได้รับสินค้าเลยค่ะ,neg,ระยะเวลาขนส่ง
92,นพพล ธรรมวานิช, - 1/9/2022 12:39:47,ตอนนี้ยังไม่ได้รับสิ้นค้าเลย.งง.เมื่อไหร่จะมาส่งสักที.คงครังอยุ่ได้.แย่มากๆเลยคับ,neg,ระยะเวลาขนส่ง
93,นางสาวลัดดา บุษราคัม, - 1/9/2022 8:55:02,กรุณาปรับปรุงการนำส่งของท่านด้วยของที่สั่งไปสี่วันแล้วโทรตามเบอร์ก้อตอบว่าไม่ทราบไม่รู้ตกหล่นอยู่ที่ไหนส่งของรับของประจำไม่เคยช้าแต่นี่ช้ามากสั่งของก้อไม่ไกลจากที่ฉันอยู่4วัน5วันเลยหรอค่ะ,neg,ระยะเวลาขนส่ง
95,Allice, - 1/2/2022 14:31:30,ช้ามากกก3วันแล้วของยังไม่ถึง นี้ส่งของขวัญแลกกับเพื่อน ส่งflashไปก่อนตั้ง1วันยังไม่ถึง เพื่อนส่ง kerry วันเดียวถึง,neg,ระยะเวลาขนส่ง
96,นุน, - 12/29/2021 15:16:50,ส่งช้ามากกกกกกกกก,neg,ระยะเวลาขนส่ง
98,ช้า, - 12/24/2021 15:36:08,ช้ามาก,neg,ระยะเวลาขนส่ง
99,อออ, - 12/24/2021 12:50:01,รอบนี้ช้ามากเลยนะ ส่งของแบบนี้ไม่ทันใช้เลยค่ะ,neg,ระยะเวลาขนส่ง
100,Pongpon, - 12/23/2021 20:42:40,ช้ามาก ไม่น่าส่งเลย แวะตลอดทาง ส่งไปกทม.ปกติส่งเย็นบ่ายอีกวันก็ได้รัยนี่สามวันแล้วยังส่งต่อสาขานั่นนี่นู่นยุ,neg,ระยะเวลาขนส่ง
102,Chamaiporn, - 12/17/2021 9:16:42,พัสดุช้ามากค่ะ ไม่อัพเดทสถานะของพัสดุให้เลย,neg,ระยะเวลาขนส่ง
106,ก๋ง, - 12/7/2021 17:47:48,ส่งช้ามากคับรอบนี้ถ้าเป็นอาหารคงจะเน่าเสียหายหมดคับ,neg,ระยะเวลาขนส่ง
