Column1,Customer Name,Date,Reviews,คอลัมน์1,หัวข้อ
419,รสมาลิน, - 8/2/2021 8:31:56,ส่งช้าเป็นบ้างครั่ง,neg,ระยะเวลาขนส่ง
433,สุภาวดี, - 7/31/2021 14:44:32,ขนส่งสินค้าช้านิดนึง,neg,ระยะเวลาขนส่ง
438,Aomji, - 7/30/2021 22:49:46,ส่ง EMS แต่ล่าช้าไปหน่อยค่ะ,neg,ระยะเวลาขนส่ง
451,กัญญ์ณณัฎฐ์, - 7/30/2021 11:49:38,ของส่งตั้งแต่ 19/7/64ปลายทางรับ จ.ขอนแก่นส่งด่วนยังไม่ได้รับเลย ไม่ok.เลย,neg,ระยะเวลาขนส่ง
452,เกวล บุณยาจิณ, - 7/30/2021 10:49:16,ส่งของช้ามาก ส่งแบบemsคั้งแต่วันที่24กรกฎาคมจนวันนี้วันที่30กรกฎาคมแล้วก็ยังไม่ได้,neg,ระยะเวลาขนส่ง
457,พันปลา, - 7/29/2021 17:36:37,ส่งช้าเเถมส่งมาไม่พร้อมกัน,neg,ระยะเวลาขนส่ง
467,มิน, - 7/28/2021 18:48:10,ช้า,neg,ระยะเวลาขนส่ง
474,ปาทิตรา, - 7/27/2021 21:32:26,ช้า,neg,ระยะเวลาขนส่ง
483,May, - 7/27/2021 11:59:18,ส่งช้าค่ะ,neg,ระยะเวลาขนส่ง
490,นายพิศิษฐ์ เฟื่องจิตต์, - 7/26/2021 18:52:10,ส่งของช้ามากๆ ตั้งแต่วันที่ 19 จะ 10 วันแล้ว,neg,ระยะเวลาขนส่ง
492,กัลยรักษ์, - 7/26/2021 13:12:50,ช้ามาก,neg,ระยะเวลาขนส่ง
493,คนไทย, - 7/26/2021 12:19:32,ช้า,neg,ระยะเวลาขนส่ง
505,อัน, - 7/25/2021 9:58:11,แย่มากของมาถึงที่สาขาอ่อนนุช3วันละไม่ยอมนำจ่าย,neg,ระยะเวลาขนส่ง
506,ประยุทธ์ อังคารโอชา, - 7/24/2021 23:28:04,ควยของกุอยู่ใกล้ๆจะถึงบ้านละ เอาของกุไปนครราชสีมาห่าพ่อมึงอ่อไอ้สัส ไอ้เหี้ยหลายวันกว่าเก่าอีก,neg,ระยะเวลาขนส่ง
508,ชาญชัย, - 7/24/2021 16:46:20,ส่งEMS.  3วันแล้วยังไม่นำจ่าย,neg,ระยะเวลาขนส่ง
509,น้ำฝน, - 7/24/2021 12:03:18,ช้ามาก,neg,ระยะเวลาขนส่ง
512,กะ, - 7/24/2021 11:08:14,ช้ามากกกกกก,neg,ระยะเวลาขนส่ง
513,Mama, - 7/24/2021 8:22:21,ช้าหน่อยเพราะไกล,neg,ระยะเวลาขนส่ง
521,เสาวคนธ์, - 7/23/2021 10:22:41,ช้า,neg,ระยะเวลาขนส่ง
526,ศิวะ, - 7/22/2021 23:21:34,ช้ามากคับ,neg,ระยะเวลาขนส่ง
542,sarocha, - 7/21/2021 7:51:17,ขนส่งช้ามาก เลือกส่งของแบบ ems พนักงานแจ้งบอกตอนไปส่งของว่าวันเดียวถึง นี่จะสองวันแล้วยังไม่ถึงปลายทางเลย,neg,ระยะเวลาขนส่ง
582,จิ๊บ, - 7/16/2021 17:59:42,ปลายทางส่งของช้า,neg,ระยะเวลาขนส่ง
587,สันถัต สารักษ์, - 7/16/2021 14:29:06,ช้ากว่าไปรษณีย์เอกชน,neg,ระยะเวลาขนส่ง
598,ยิ้ม, - 7/16/2021 11:35:47,บริการล่าช้ามากค่ะ แย่มาก,neg,ระยะเวลาขนส่ง
604,ชลธิชา, - 7/16/2021 9:31:25,ช้า,neg,ระยะเวลาขนส่ง
607,บ.ทีพีเอสฯ, - 7/16/2021 8:43:34,ช้ามาก,neg,ระยะเวลาขนส่ง
613,ตุ๊, - 7/15/2021 17:30:43,ส่งช้ามาก,neg,ระยะเวลาขนส่ง
614,1, - 7/15/2021 17:00:23,ช้า,neg,ระยะเวลาขนส่ง
615,กระแต, - 7/15/2021 16:41:51,ส่งของล่าช้า,neg,ระยะเวลาขนส่ง
617,ธนเดช พุกวงษ์, - 7/15/2021 16:34:27,ระบบช้ามาก,neg,ระยะเวลาขนส่ง
624,A, - 7/15/2021 14:46:11,ช้า,neg,ระยะเวลาขนส่ง
627,ณิชาภัทร, - 7/15/2021 12:03:59,ส่งช้ามาก,neg,ระยะเวลาขนส่ง
630,ลินดา, - 7/15/2021 9:59:17,ส่งพัสดุ EMS ตั้งแต่ 12/7/2564  วันที่ 15/7/2564 ยังไม่นำจ่ายเลย ช้ามากค่ะ,neg,ระยะเวลาขนส่ง
631,อธิติยา, - 7/15/2021 9:58:57,ส่งช้ามากก,neg,ระยะเวลาขนส่ง
632,ปิยะพล พรมทอง, - 7/15/2021 8:58:49,ส่งถึงช้า,neg,ระยะเวลาขนส่ง
634,น้อง, - 7/15/2021 7:11:47,ช้า,neg,ระยะเวลาขนส่ง
637,นอย, - 7/14/2021 22:05:50,สั่งไปนานเเล้วเเต่ยังไม่ได้ของ,neg,ระยะเวลาขนส่ง
642,ทิพย์สุดา, - 7/14/2021 18:10:40,ส่งสินค้าข้าไปนิดค่ะ3 วันแล้วยังไม่ถึงเลยค่ะ,neg,ระยะเวลาขนส่ง
643,กรรณิการ์, - 7/14/2021 16:59:34,ขนส่งช้า,neg,ระยะเวลาขนส่ง
644,ช้า, - 7/14/2021 16:12:14,ช้า,neg,ระยะเวลาขนส่ง
646,ซิน, - 7/14/2021 14:58:12,ช้ากว่าใครไปรษณีย์ไทย,neg,ระยะเวลาขนส่ง
653,แอน, - 7/14/2021 11:22:58,ช้าไปบ้าง,neg,ระยะเวลาขนส่ง
662,อรอรุณ, - 7/13/2021 20:07:58,ไม่พอใจมาก เพราะสินค้ายังไม่ถึง ซึ้งส่งสิ้นค้า ตั้งแต่ วันที่ 6 กรกฎาคม 2564 จน ณ วันนี้ 13 กรกฎาคม 2564 ยังไม่ได้รับ ส่งเป็น EMS นะคะ ไม่ใช่ส่งธรรมดา หรือลงทะเบียน รบตรวจสอบ ด้วยคะ,neg,ระยะเวลาขนส่ง
667,ครู, - 7/13/2021 12:57:20,ปณ บางซื้อ ย่ำแย่ ส่งของช้า เลือกแบบems 2อาทิตย์แล้วยังไม่ได้รับของ งงมาก,neg,ระยะเวลาขนส่ง
672,ไม่ต้องรู้หรอก, - 7/13/2021 8:36:39,ห่วยแตกส่งช้ามากถ้าส่งแฟลชป่านนี้ของได้ขายไปแล้ว ควรปรับปรุงนะคะไปรษณีย์ไทยก็มีทั่วคนส่งก็ไม่ค่อยเยอะแต่ทำไมส่งช้า,neg,ระยะเวลาขนส่ง
674,., - 7/13/2021 2:59:39,ควรนำส่งให้ไวขึ้นค่ะรอของนานมากจากแค่ประทุมมาอยุธยา,neg,ระยะเวลาขนส่ง
676,??Mild??, - 7/12/2021 21:53:38,ช้า,neg,ระยะเวลาขนส่ง
682,13, - 7/12/2021 15:28:13,ช้ามาก,neg,ระยะเวลาขนส่ง
683,สุรรณภา, - 7/12/2021 13:34:11,ช้าไปนิดนึง,neg,ระยะเวลาขนส่ง
686,แอม, - 7/12/2021 10:24:06,ระบบช้ามาก,neg,ระยะเวลาขนส่ง
689,นุ้ก, - 7/11/2021 22:20:18,ช้ามาก,neg,ระยะเวลาขนส่ง
691,ตา, - 7/11/2021 11:58:14,ช้า,neg,ระยะเวลาขนส่ง
692,คนสวย, - 7/11/2021 9:04:32,ช้า,neg,ระยะเวลาขนส่ง
695,Fa , - 7/10/2021 15:19:12,ช้า,neg,ระยะเวลาขนส่ง
719,กรณัฏฐ์, - 7/8/2021 15:41:04,ส่งช้ามาก มาส่งตอน 21:15 น. ไม่โทรหาด้วย,neg,ระยะเวลาขนส่ง
463,สมชาย, - 7/29/2021 13:40:26,ช้าและแพง,neg,ราคาค่าขนส่ง
32,เนส, - 9/10/2021 13:58:24,ปรับปรุงอีกหน่อยก็ดีค่ะ,neu,การบริการ
37,แมว, - 9/7/2021 12:55:06,ไม่มี,neu,การบริการ
49,อภัทสร, - 9/6/2021 11:39:54,ไม่มี,neu,การบริการ
52,จะถามไรเยอะ, - 9/6/2021 8:33:03,ไม่มี,neu,การบริการ
54,คนสวย, - 9/5/2021 15:45:51,ไม่มี,neu,การบริการ
69,กิ่ง, - 9/4/2021 14:55:23,ไม่มี,neu,การบริการ
72,ตอม, - 9/4/2021 10:38:31,พอใช้,neu,การบริการ
73,เฟิน, - 9/4/2021 9:49:17,หาไม่เจอ,neu,การบริการ
74,Dada , - 9/4/2021 9:48:06,ให้ส่งช่วงที่ว่าง,neu,การบริการ
78,ไม่มี, - 9/3/2021 18:57:31,ไม่มี,neu,การบริการ
79,พงษ์เอก, - 9/3/2021 18:27:45,พอควร,neu,การบริการ
80,สิรินาถ, - 9/3/2021 18:02:26,ไม่มีค่ะ,neu,การบริการ
89,มูฮัมหมัดชารีฟ แวติจิ, - 9/2/2021 21:47:23,น่าสนใจในการส่งของค่ะ,neu,การบริการ
90,แมว, - 9/2/2021 21:45:33,ควรจัดส่งใหเร็วขึ้นและปลอดภัย,neu,การบริการ
91,-, - 9/2/2021 21:26:06,ไม่มีค่ะ,neu,การบริการ
95,ศิริลักษณ์ สุดทองคง, - 9/2/2021 10:21:34,ไม่มี,neu,การบริการ
96,Tan, - 9/2/2021 9:36:04,ไม่มี,neu,การบริการ
99,สุภาภรฯ์, - 9/1/2021 22:29:47,ไม่มี,neu,การบริการ
141,นพพล, - 8/27/2021 19:52:30,บ้านไม่ได้ปิดเข้ามาส่งได้เลยไม่ไช้ขับผ่านเลย,neu,การบริการ
143,ยา, - 8/27/2021 18:32:51,ไม่มี,neu,การบริการ
147,นวพร, - 8/27/2021 15:13:11,หมวก,neu,การบริการ
181,O, - 8/25/2021 23:30:40,ไม่มี,neu,การบริการ
185,วิศา, - 8/25/2021 12:05:31,รอ,neu,การบริการ
194,ขวัญ, - 8/24/2021 16:46:55,ไม่มี,neu,การบริการ
195,1, - 8/24/2021 15:42:50,ไม่มี,neu,การบริการ
202,แอมนิการ์ ปัญญาเพียน, - 8/23/2021 10:29:19,ไม่มี,neu,การบริการ
209,ไม่มี, - 8/22/2021 12:34:06,ไม่มี,neu,การบริการ
222,ไปรยา, - 8/20/2021 8:14:44,ไม่มี,neu,การบริการ
225,Wantita, - 8/19/2021 13:58:50,ไม่มี,neu,การบริการ
231,สุนิศา แก้วเจือ, - 8/18/2021 19:20:50,ไม่มี,neu,การบริการ
235,มุก, - 8/18/2021 16:28:34,ไม่มี,neu,การบริการ
244,ปัทมพร รักษาชล, - 8/18/2021 9:05:42,ไม่มี,neu,การบริการ
257,ค่ะ, - 8/16/2021 17:10:30,ไม่รุ้,neu,การบริการ
260,นฤมล, - 8/16/2021 9:46:02,ไม่มี,neu,การบริการ
265,อนุสรณ์ กาญจนกูล, - 8/14/2021 14:58:42,ไม่มี,neu,การบริการ
266,เจน, - 8/14/2021 12:25:39,ปานกลาง,neu,การบริการ
295,Nit, - 8/12/2021 7:07:24,ไม่มี,neu,การบริการ
299,ปุญญยวีร์ อัษฎางคพิพัฌ, - 8/11/2021 15:35:57,พัฒนาการดำเนินการให้เพิ่มศักยภาพและราคาให้ถูกลง,neu,การบริการ
301,จิรัชญา, - 8/11/2021 14:08:16,ไม่มี,neu,การบริการ
306,น้ำใจดีงาม, - 8/11/2021 10:23:06,ไม่มี,neu,การบริการ
321,Kornchawan , - 8/10/2021 13:26:16,ไม่มี,neu,การบริการ
338,จักรกริช, - 8/9/2021 12:42:15,ไม่มี,neu,การบริการ
340,เจี๊ยบ, - 8/9/2021 11:47:41,ไม่มี,neu,การบริการ
373,Mara, - 8/4/2021 22:57:23,ไม่มี,neu,การบริการ
377,ณัฐดนัย กวีนันทชัย, - 8/4/2021 19:03:49,ไม่มี,neu,การบริการ
392,ชลลดา, - 8/3/2021 21:28:02,ไม่มี,neu,การบริการ
393,ยลรดี, - 8/3/2021 21:18:15,พอใช้,neu,การบริการ
396,ดี้, - 8/3/2021 15:26:11,ไม่มี,neu,การบริการ
398,ธนากร, - 8/3/2021 12:29:16,ไม่มี,neu,การบริการ
431,วิศรุต, - 7/31/2021 14:50:36,ไม่มี,neu,การบริการ
443,ปภัสสร, - 7/30/2021 20:35:34,ไม่มี,neu,การบริการ
444,เก้, - 7/30/2021 19:52:39,ธรรมดา,neu,การบริการ
445,นิว, - 7/30/2021 18:58:00,ไม่มี,neu,การบริการ
460,ลาว, - 7/29/2021 15:28:35,พอใช่,neu,การบริการ
466,กนกวรรณ แก้วใจบุญ, - 7/29/2021 7:48:03,พอใจ,neu,การบริการ
468,สมชาย, - 7/28/2021 16:11:39,สมชาย,neu,การบริการ
475,hall, - 7/27/2021 20:28:09,tananya,neu,การบริการ
488,สิริกัญญา , - 7/27/2021 8:39:20,ไม่มี,neu,การบริการ
494,สิริชัย นวลละออง, - 7/26/2021 11:59:05,ไม่มีเพิ่มเติม,neu,การบริการ
496,กมลวรรณ, - 7/26/2021 11:07:16,ขอบคุคะ,neu,การบริการ
497,ณัฐวัฒณ์ สุวิทยาภรณ์, - 7/26/2021 9:36:40,ผ่าน,neu,การบริการ
500,มะปราง, - 7/25/2021 20:04:48,อยากให้มีการโทรมาบอกก่อนส่งของค่ะ,neu,การบริการ
503,สวยสุดๆ, - 7/25/2021 17:28:08,ดีมั้ง,neu,การบริการ
504,เรืองศักดิ์ ผลพฤกษา, - 7/25/2021 15:13:08,ไม่ทีครับ,neu,การบริการ
507,สมจิต ใจใหญ่, - 7/24/2021 17:33:01,ของส่งถึงเรียบร้อย,neu,การบริการ
510,ศิริ, - 7/24/2021 11:43:23,ไม่มี,neu,การบริการ
514,สมคิด, - 7/23/2021 23:56:06,ไม่มี,neu,การบริการ
516,พี่, - 7/23/2021 18:39:22,ไม่มี,neu,การบริการ
528,ณัฐธิดา, - 7/22/2021 16:25:10,ไม่มี,neu,การบริการ
535,มาย, - 7/22/2021 10:56:09,ไท่มี,neu,การบริการ
543,เบลล์, - 7/20/2021 18:19:23,ไม่มี,neu,การบริการ
544,ไม่มี, - 7/20/2021 16:20:24,ไม่มี,neu,การบริการ
545,มอส, - 7/20/2021 16:18:17,ไม่มี,neu,การบริการ
546,ขนิษฐดา, - 7/20/2021 15:05:17,Yes,neu,การบริการ
568,อาย, - 7/18/2021 6:31:51,ไม่มี,neu,การบริการ
576,ไม่มี, - 7/17/2021 13:05:43,ไม่มี,neu,การบริการ
581,ศิรภัสสร ภูดี, - 7/16/2021 20:28:57,ไม่มี,neu,การบริการ
583,พ, - 7/16/2021 17:30:46,ไม่มี,neu,การบริการ
594,อรวีร์, - 7/16/2021 12:42:19,ไม่มี,neu,การบริการ
600,แพรวา, - 7/16/2021 11:33:59,ไม่มีค่ะ,neu,การบริการ
610,แพน, - 7/15/2021 22:18:01,ไม่มี,neu,การบริการ
618,แดง, - 7/15/2021 16:21:55,ไม่มี,neu,การบริการ
636,ไม่มี, - 7/14/2021 22:51:53,ไม่มี,neu,การบริการ
640,นันท์, - 7/14/2021 18:40:47,ไม่มี,neu,การบริการ
664,แพท, - 7/13/2021 17:45:13,ไม่มี,neu,การบริการ
677,นวพร, - 7/12/2021 20:46:26,ไม่มี,neu,การบริการ
679,Tirayut, - 7/12/2021 19:57:49,ไม่มี,neu,การบริการ
681,สุวรรณา, - 7/12/2021 17:18:53,ไม่มี,neu,การบริการ
693,Me, - 7/11/2021 4:01:30,ไม่มี,neu,การบริการ
702,อนาคิน, - 7/9/2021 16:27:55,ไม่มี,neu,การบริการ
708,ไม่มี, - 7/9/2021 13:36:14,ไม่มี,neu,การบริการ
112,ภารดี, - 8/31/2021 9:54:48,ควรระวังการพับเอกสาร,neu,ความปลอดภัยพัสดุ
537,ชุติมา, - 7/21/2021 21:07:03,ถ้ามีรถรักษาอุณหภูมิ สำหรับผลไม้ น่าจะดีกว่านี้ค่ะ,neu,ความปลอดภัยพัสดุ
538,ชุติมา, - 7/21/2021 20:57:14,น่าจะมีบริการรถขนส่งติดแอร์เย็นๆบรรทุกพัสดุประเภทผลไม้นะคะ,neu,ความปลอดภัยพัสดุ
580,รุ่งอรุณ, - 7/17/2021 4:52:21,อยากให้มีการจัดเก็บพัสดุที่เป็นระบบ หาง่ายก่อนนำส่งลูกค้า เพื่อป้องกันการหาย ตกค้าง หรือหาไม่เจอ,neu,ความปลอดภัยพัสดุ
658,เน่า, - 7/14/2021 4:09:40,ของเน่าแล้วมั้ง,neu,ความปลอดภัยพัสดุ
439,ธมลวรรณ, - 7/30/2021 21:55:51,โทรหาลูกค้าหน่อยค่ะ,neu,พนักงาน
663,ออน, - 7/13/2021 18:01:50,ควรที่จะโทรหาลูกค้า,neu,พนักงาน
26,???EMS, - 10/9/2021 12:14:43,?????????EMS?,neu,ไม่สามารถระบุได้
27,???????????, - 10/9/2021 12:13:13,?????????????????,neu,ไม่สามารถระบุได้
28,?????, - 10/9/2021 12:09:56,????????????????????,neu,ไม่สามารถระบุได้
33,-, - 9/10/2021 8:31:27,-,neu,ไม่สามารถระบุได้
39,ศรุตา สุภาพ, - 9/7/2021 10:57:47,.,neu,ไม่สามารถระบุได้
43,ชฎาพร, - 9/6/2021 19:51:33,-,neu,ไม่สามารถระบุได้
46,., - 9/6/2021 15:19:50,.,neu,ไม่สามารถระบุได้
47,-, - 9/6/2021 14:03:07,-,neu,ไม่สามารถระบุได้
48,นางสาวจินตนา  รตยารมย์, - 9/6/2021 12:08:18,-,neu,ไม่สามารถระบุได้
50,-, - 9/6/2021 11:35:25,-,neu,ไม่สามารถระบุได้
57,ariyavas, - 9/5/2021 11:22:44,-,neu,ไม่สามารถระบุได้
58,-, - 9/5/2021 10:49:16,-,neu,ไม่สามารถระบุได้
64,..., - 9/4/2021 19:17:41,...,neu,ไม่สามารถระบุได้
84,วิ, - 9/3/2021 10:53:06,เ,neu,ไม่สามารถระบุได้
98,-, - 9/2/2021 6:06:07,-,neu,ไม่สามารถระบุได้
101,-, - 9/1/2021 21:07:18,-,neu,ไม่สามารถระบุได้
102,-, - 9/1/2021 15:00:31,-,neu,ไม่สามารถระบุได้
109,ค่ะ, - 8/31/2021 17:03:18,ค่ะ,neu,ไม่สามารถระบุได้
110,นิว, - 8/31/2021 15:41:42,ไม่มี,neu,ไม่สามารถระบุได้
111,เฟิน, - 8/31/2021 14:44:24,-,neu,ไม่สามารถระบุได้
114,-, - 8/30/2021 18:26:34,-,neu,ไม่สามารถระบุได้
124,Nattawan, - 8/29/2021 19:20:22,-,neu,ไม่สามารถระบุได้
126,Kanokpich?, - 8/29/2021 16:29:43,-,neu,ไม่สามารถระบุได้
130,กฤตนัย หนานนะ, - 8/28/2021 14:59:12,....,neu,ไม่สามารถระบุได้
132,ท๊อป, - 8/28/2021 14:12:13,ไม่มี,neu,ไม่สามารถระบุได้
133,Jida, - 8/28/2021 12:45:15,Maime,neu,ไม่สามารถระบุได้
134,ปิยนุช, - 8/28/2021 11:49:29,จ่ะ,neu,ไม่สามารถระบุได้
135,ดี, - 8/28/2021 11:04:12,ไม่มี,neu,ไม่สามารถระบุได้
137,พาขวัญ ปานจินดาสกุล, - 8/28/2021 9:55:25,ไม่มี,neu,ไม่สามารถระบุได้
150,เจษฎา, - 8/27/2021 14:20:56,ส่งเร็วๆหน่อยเถอะ,neu,ไม่สามารถระบุได้
153,ธัญดา, - 8/27/2021 13:23:00,-,neu,ไม่สามารถระบุได้
154,-, - 8/27/2021 13:19:37,-,neu,ไม่สามารถระบุได้
157,-, - 8/27/2021 11:48:27,-,neu,ไม่สามารถระบุได้
158,ฐิตวดี คงศิริสมบัติ, - 8/27/2021 11:32:27,-,neu,ไม่สามารถระบุได้
165,ต, - 8/26/2021 16:40:26,ค,neu,ไม่สามารถระบุได้
169,No, - 8/26/2021 13:50:27,No,neu,ไม่สามารถระบุได้
177,Fyuhh, - 8/26/2021 10:18:38,Dgjn,neu,ไม่สามารถระบุได้
179,สุภาวดี, - 8/26/2021 8:45:52,-,neu,ไม่สามารถระบุได้
182,บุษบา, - 8/25/2021 15:54:34,,neu,ไม่สามารถระบุได้
184,-, - 8/25/2021 14:40:55,-,neu,ไม่สามารถระบุได้
188,วนิ, - 8/25/2021 11:00:33,ไม่มี,neu,ไม่สามารถระบุได้
191,-, - 8/24/2021 21:00:30,-,neu,ไม่สามารถระบุได้
196,Sami, - 8/24/2021 15:08:25,-,neu,ไม่สามารถระบุได้
203,Bajkaja, - 8/22/2021 18:12:12,Gggbzhzj,neu,ไม่สามารถระบุได้
207,คน, - 8/22/2021 13:17:23,....,neu,ไม่สามารถระบุได้
210,N, - 8/22/2021 9:36:43,N,neu,ไม่สามารถระบุได้
230,Kammam, - 8/18/2021 21:33:57,Gg,neu,ไม่สามารถระบุได้
234,นริศรา รับไทรทอง, - 8/18/2021 17:00:06,.,neu,ไม่สามารถระบุได้
240,-, - 8/18/2021 12:40:09,-,neu,ไม่สามารถระบุได้
246,Rr, - 8/17/2021 19:32:53,55,neu,ไม่สามารถระบุได้
247,ธนารีย์, - 8/17/2021 19:19:40,ไม่มี,neu,ไม่สามารถระบุได้
250,Supeeya, - 8/17/2021 12:28:09,...,neu,ไม่สามารถระบุได้
251,บัณทิตา, - 8/17/2021 10:54:06,.,neu,ไม่สามารถระบุได้
252,บบบ, - 8/17/2021 10:32:09,ไม่มี,neu,ไม่สามารถระบุได้
270,รุ่งกาญจน์ สังข์ทอง, - 8/13/2021 20:25:34,-,neu,ไม่สามารถระบุได้
275,., - 8/13/2021 12:34:23,.,neu,ไม่สามารถระบุได้
284,ศิณิชา, - 8/12/2021 16:44:52,-,neu,ไม่สามารถระบุได้
293,ฉัน, - 8/12/2021 8:30:55,เคร,neu,ไม่สามารถระบุได้
296,ยุทธนา, - 8/11/2021 23:47:51,ไม่,neu,ไม่สามารถระบุได้
300,Amp, - 8/11/2021 14:51:04,-,neu,ไม่สามารถระบุได้
303,หนึ่ง, - 8/11/2021 12:54:25,เค,neu,ไม่สามารถระบุได้
307,ณาตาชา, - 8/11/2021 10:20:50,-,neu,ไม่สามารถระบุได้
310,นามี, - 8/10/2021 23:48:20,อ่า,neu,ไม่สามารถระบุได้
311,-, - 8/10/2021 23:06:26,-,neu,ไม่สามารถระบุได้
312,อุไรวรรณ, - 8/10/2021 22:30:40,ไม่มี,neu,ไม่สามารถระบุได้
319,ณัชชา, - 8/10/2021 16:49:38,-,neu,ไม่สามารถระบุได้
320,Laksamon, - 8/10/2021 16:43:10,No,neu,ไม่สามารถระบุได้
327,ีถ, - 8/10/2021 10:44:39,ัพ,neu,ไม่สามารถระบุได้
328,ศิริรัตน์, - 8/10/2021 10:40:14,-,neu,ไม่สามารถระบุได้
337,., - 8/9/2021 12:55:15,-,neu,ไม่สามารถระบุได้
350,วัชรา, - 8/6/2021 14:54:32,.,neu,ไม่สามารถระบุได้
355,คน, - 8/6/2021 7:17:13,คืาระดทวยรพหไำะันบใ. กหไถึยยใ,neu,ไม่สามารถระบุได้
359,รู้ได้ไง, - 8/5/2021 22:22:48,อะไีร,neu,ไม่สามารถระบุได้
364,วรลักษณ์, - 8/5/2021 16:17:57,-,neu,ไม่สามารถระบุได้
366,แฟนพีาจองอู, - 8/5/2021 13:48:32,_,neu,ไม่สามารถระบุได้
368,อา, - 8/5/2021 13:03:02,ไม่มีอัพเดทสถานะ,neu,ไม่สามารถระบุได้
370,—, - 8/5/2021 10:29:29,—,neu,ไม่สามารถระบุได้
374,-, - 8/4/2021 22:53:36,-,neu,ไม่สามารถระบุได้
382,ฌเดด, - 8/4/2021 14:20:13,็้,neu,ไม่สามารถระบุได้
387,-, - 8/4/2021 10:44:22,-,neu,ไม่สามารถระบุได้
394,อามาน?, - 8/3/2021 17:16:23,-,neu,ไม่สามารถระบุได้
406,ก้อง  แสงงาม, - 8/2/2021 19:19:48,งง,neu,ไม่สามารถระบุได้
412,-, - 8/2/2021 12:57:37,-,neu,ไม่สามารถระบุได้
414,Jirayus, - 8/2/2021 12:00:03,-,neu,ไม่สามารถระบุได้
426,อามาน, - 8/1/2021 7:36:41,-,neu,ไม่สามารถระบุได้
427,กิตติ, - 7/31/2021 22:59:44,ขอบคุ,neu,ไม่สามารถระบุได้
429,Mike, - 7/31/2021 20:59:10,-,neu,ไม่สามารถระบุได้
436,-, - 7/31/2021 9:38:02,-,neu,ไม่สามารถระบุได้
441,อามาน?  อีแต?, - 7/30/2021 21:24:34,-,neu,ไม่สามารถระบุได้
442,อามาน? อีแต?, - 7/30/2021 21:23:00,-,neu,ไม่สามารถระบุได้
448,-, - 7/30/2021 15:28:58,-,neu,ไม่สามารถระบุได้
454,บาส, - 7/30/2021 10:39:32,คับ,neu,ไม่สามารถระบุได้
469,ไพเราะ ยวงเจริญ, - 7/28/2021 15:22:15,-,neu,ไม่สามารถระบุได้
473,วรรณนิดา, - 7/28/2021 8:54:30,-,neu,ไม่สามารถระบุได้
498,วิชาลิน ธีระวุฒิ, - 7/25/2021 22:14:53,.,neu,ไม่สามารถระบุได้
499,Ttt, - 7/25/2021 20:35:20,Ffff,neu,ไม่สามารถระบุได้
515,-, - 7/23/2021 21:57:16,-,neu,ไม่สามารถระบุได้
519,ฉวีวรรณ, - 7/23/2021 13:35:22,9i;0lv[wfhi;fgiH;fu8jt,neu,ไม่สามารถระบุได้
520,-, - 7/23/2021 12:25:50,-,neu,ไม่สามารถระบุได้
522,-, - 7/23/2021 10:05:27,-,neu,ไม่สามารถระบุได้
534,...., - 7/22/2021 12:27:16,....,neu,ไม่สามารถระบุได้
547,I, - 7/20/2021 14:11:42,Yoo,neu,ไม่สามารถระบุได้
562,_, - 7/18/2021 21:19:22,_,neu,ไม่สามารถระบุได้
564,นิชาภา, - 7/18/2021 15:44:09,-,neu,ไม่สามารถระบุได้
569,., - 7/17/2021 18:49:14,.,neu,ไม่สามารถระบุได้
570,ดำรงรัตน์, - 7/17/2021 18:35:33,-,neu,ไม่สามารถระบุได้
571,ตั้ม, - 7/17/2021 16:58:55,อืม,neu,ไม่สามารถระบุได้
575,T, - 7/17/2021 13:13:17,G,neu,ไม่สามารถระบุได้
577,ธิดารัตน์, - 7/17/2021 10:46:54,-,neu,ไม่สามารถระบุได้
588,-, - 7/16/2021 14:23:08,-,neu,ไม่สามารถระบุได้
597,-, - 7/16/2021 11:54:52,-,neu,ไม่สามารถระบุได้
599,อ้อ, - 7/16/2021 11:35:34,-,neu,ไม่สามารถระบุได้
602,-, - 7/16/2021 10:21:20,-,neu,ไม่สามารถระบุได้
606,ชนม์นิภา, - 7/16/2021 9:16:33,_,neu,ไม่สามารถระบุได้
608,เจกิตาน์ ปิ่นประเสริฐ, - 7/15/2021 22:39:19,-,neu,ไม่สามารถระบุได้
612,Mook, - 7/15/2021 19:02:16,-,neu,ไม่สามารถระบุได้
622,สุทิน รอดขาว, - 7/15/2021 15:28:31,แอปเขาใส่งานอยาก,neu,ไม่สามารถระบุได้
625,พรพรรณี, - 7/15/2021 14:25:15,-,neu,ไม่สามารถระบุได้
633,เกด, - 7/15/2021 8:07:12,.,neu,ไม่สามารถระบุได้
641,อรนลิน, - 7/14/2021 18:10:57,_,neu,ไม่สามารถระบุได้
645,สกสก่กรกนก, - 7/14/2021 16:00:39,ากสนกยำสำ่,neu,ไม่สามารถระบุได้
647,s, - 7/14/2021 13:55:22,g,neu,ไม่สามารถระบุได้
648,Cat, - 7/14/2021 13:27:00,-,neu,ไม่สามารถระบุได้
649,-, - 7/14/2021 13:02:43,-,neu,ไม่สามารถระบุได้
651,1, - 7/14/2021 12:14:27,1,neu,ไม่สามารถระบุได้
654,-, - 7/14/2021 10:40:00,-,neu,ไม่สามารถระบุได้
660,ญาณิศา เกลาจีน, - 7/13/2021 23:00:14,-,neu,ไม่สามารถระบุได้
